objectid,filename,title,format,description,creator,date,item_information,subject,location,source,identifier,rights,rightsstatement,type,language
campusecho677,https://newspapers.digitalnc.org/lccn/2015236599/1971-02-05/ed-1/seq-1/,35 Named To Who's Who Among Students,application/pdf,A list of the top 35 juniors and seniors who have excelled academically.,NCCU The Campus Echo,1971.02.25,single-page; newspaper,academic_achievement_hbcu_Cecil_L._Patterson_35,"Durham, NC",http://digitalnc.org/,1971_02_05_01_35_Named_To_Whos_Who_Among_Students,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho678,https://newspapers.digitalnc.org/lccn/2015236599/1971-02-05/ed-1/seq-1/,ATC Pledges $5000 Grant,application/pdf,"A grant that pays staff and faculty through an endowmnet fund, with the goal of reaching $1,000,000 by the summer.",NCCU The Campus Echo,1971.02.25,single-page; newspaper,grant_William_P._Malone_endowment,"Durham, NC",http://digitalnc.org/,1971_02_05_01_ATC_Pledges_$5000_Grant,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho679,https://newspapers.digitalnc.org/lccn/2015236599/1971-02-05/ed-1/seq-1/,Twenty Departmenst Offer Summer School,application/pdf,"Summer classes will become avaliable for undergraduate and graduate students, featuring stem and tech classes. Over 200 classes will be avaliabe for the taking. ",NCCU The Campus Echo,1971.02.25,single-page; newspaper,summer_classes_undergraduate_graduate,"Durham, NC",http://digitalnc.org/,1971_02_05_01_Twenty_Department_Offer_Summer_School,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho680,https://newspapers.digitalnc.org/lccn/2015236599/1971-05-10/ed-1/seq-1/,Alexander_Challenges_Students,application/pdf,"A flyer featuring an untitled illustration of a man standing outside of a restaurant, looking hungrily at food he cannot afford to buy.",NCCU The Campus Echo,1971.02.25,single-page; newspaper,speech_freedom_greensboro_district_judge,"Durham, NC",http://digitalnc.org/,1971_05_02_01_35_Challenges_Students,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho681,https://newspapers.digitalnc.org/lccn/2015236599/1971-05-10/ed-1/seq-1/,McMillon_Presents_Fall_Honor_Students,application/pdf,"Photograph of a brown paper label torn from a package used to mail a photograph from Frank B. Robinson to Alfred B. Robinson, including addresses and postage.",NCCU The Campus Echo,1971.02.25,single-page; newspaper,Mailings_Alfred B. Robinson,"Durham, NC",http://digitalnc.org/,1971_05_02_01_Fall_Honors_Students,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho682,https://newspapers.digitalnc.org/lccn/2015236599/1971-05-10/ed-1/seq-1/,Whiting_Receives_Short_Term_Grant,application/pdf,A flyer featuring an illustration of a lighthouse on the coast representing the light of God within the viewer.,NCCU The Campus Echo,1971.02.25,single-page; newspaper,Spirit of God_ God_Power_Truth_ Illustrations,"Durham, NC",http://digitalnc.org/,1971_05_02_01_Short_Term_Grant,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho683,https://newspapers.digitalnc.org/lccn/2015236599/1971-05-10/ed-1/seq-1/,Jenkins To Speak at Commencement,application/pdf,A newsletter discussing that Dr. Martin D Jenkins will be NCCU's commencement speaker.,NCCU The Campus Echo,1971.02.25,single-page; newspaper,"NCCU_1970's, Education_ School system_ Durham, NC","Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho684,https://newspapers.digitalnc.org/lccn/2015236599/1971-05-10/ed-1/seq-1/,Dr. Edmonds Resigns Post as Dean,application/pdf,A newsletter discussing that Dr. Helen G. Edmonds has resigned her post as Dean at NCCU,NCCU The Campus Echo,1971.02.25,single-page; newspaper,"NCCU_ 1970's, Education_ School system_Durham, NC","Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho685,https://newspapers.digitalnc.org/lccn/2015236599/1971-05-10/ed-1/seq-1/,Whiting Appoints Pittman Dean,application/pdf,"A newsletter discussing that Dr. Albert N. Whiting, NCCU's president, appoints Dr. Joseph Pittman as dean",NCCU The Campus Echo,1971.02.25,single-page; newspaper,"NCCU_ 1970's, Education School system_Durham, NC","Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho686,https://newspapers.digitalnc.org/lccn/2015236599/1971-05-10/ed-1/seq-7/,Conglomoration In Modern Times,application/pdf,,NCCU The Campus Echo,1971.02.25,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho687,https://newspapers.digitalnc.org/lccn/2015236599/1971-05-10/ed-1/seq-8/,"Central Victorious In Track,Tennis",application/pdf,,NCCU The Campus Echo,1971.02.25,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
